"","num","inst","nombre","sexo","entidad"
"912",895,3761,"Director: Lic. Juan Jauregui Jiménez ","m","GTO"
"914",897,3769,"Director: Lic. Jaime Victor Prieto Ortega ","m","GTO"
"915",898,3773,"Director: Profr. José de Jesús Zúñiga Morales ","m","GTO"
"916",899,3777,"Director: Profr. Narciso H. Paredes García ","m","GTO"
"917",900,3781,"Director: Mtra. Hilda Araiza Granda ","f","GTO"
"919",902,3790,"Director: Lic. Angélica Prado Bocanegra ","f","GTO"
"920",903,3794,"Director: Profr. Leonardo Julio Mendiola Martínez ","m","GTO"
"921",904,3798,"Director: Mtro. Arturo Aguilar Villegas ","m","GTO"
"922",905,3802,"Director: Profr. Tarsicio Salgado Tovar ","m","GTO"
"923",906,3806,"Director: Profra. Piedad Gutíerrez Ayala ","f","GTO"
"924",907,3810,"Director: Profra. Ma. de la Paz Chagoya Garnica ","f","GTO"
"926",909,3819,"Director: C.P. Raymundo Trujillo Ortíz ","m","GTO"
"927",910,3823,"Director: Hermana Carmen Jiménez Zúñiga ","f","GTO"
"928",911,3827,"Director: Mtro. Rodolfo Fernández Martínez Harris ","m","GTO"
"929",912,3831,"Director: Mtra. Ma. De La Cruz Ortega Luévano ","f","GTO"
"930",913,3836,"Director: Lic. Filadelfo Durán González ","m","GTO"
"931",914,3841,"Director: Profr. Carlos Aguirre ","m","GTO"
"932",915,3846,"Director: C.P. Juan José Fernández Pérez ","m","GTO"
"933",916,3851,"Director: Lic. Elvia González Mejía ","f","GTO"
"934",917,3856,"Director: Arq. Oscar Durán González ","m","GTO"
"935",918,3860,"Director: Lic. Julio Alejandro Fuentes Rodríguez ","m","GTO"
"936",919,3864,"Director: Lic. José Luis Romero Hicks ","m","GTO"
"937",920,3868,"Director: Lic. Francisco Javier Ladino Hernández ","m","GTO"
"938",921,3872,"Director: Dra. Aurea Esthela Valadez Arredondo ","f","GTO"
"939",922,3876,"Director: Lic. Raúl Flores Guzmán ","m","GTO"
"940",923,3880,"Director: Profra. Aurelia Gutiérrez Ríos ","f","GTO"
"941",924,3884,"Director: C.P. y M.A. Pedro Martínez Prats ","m","GTO"
"942",925,3888,"Director: Ing. Joel Othón Aguirre Rodríguez ","m","GTO"
"943",926,3892,"Director: C. Jesús Contreras Esparza ","m","GTO"
"948",931,3912,"Director: L.A.E. y M.A. Héctor Delgado Castillo ","m","GTO"
"949",932,3916,"Director: Psan. Verónica E. Muñoz Lozano ","f","GTO"
"950",933,3920,"Director: Dr. Luis G. Velasco Lafarga ","m","GTO"
"951",934,3924,"Director: Lic. Francisco Javier Hernández Lozano ","m","GTO"
"952",935,3928,"Director: Mtra. Hilda Carrera Chico ","f","GTO"
"953",936,3932,"Director: Dr. José Ramón Diaz De León Farfán ","m","GTO"
"955",938,3940,"Director: Profra. Aurora Soriano M. ","f","GTO"
"956",939,3944,"Director: Dr. Pedro Ardines Limonchi ","m","GTO"
"957",940,3948,"Director: Lic. Santiago Alejandro Rabellino Calderón ","m","GTO"
"958",941,3952,"Director: Dra. Natalia Mendoza Flores ","f","GTO"
"959",942,3957,"Director: Ing. Eusebio Vega Pérez ","m","GTO"
"960",943,3961,"Director: Mtro. Ignacio López Valdovinos ","m","GTO"
"961",944,3965,"Director: Lic. María de la A. Padilla Hernández ","f","GTO"
"963",946,3973,"Director: Mtro. Julián Ferrer Guerra ","m","GTO"
"964",947,3977,"Director: Mtro. Teodoro Villalobos Salinas ","m","GTO"
"965",948,3981,"Director: Mtro. Enrique Navarro González ","m","GTO"
"966",949,3985,"Director: M. en F. José Ricardo Narváez Ramírez ","m","GTO"
"967",950,3989,"Director: Lic. Antonio Ramírez Vallejo ","m","GTO"
"968",951,3994,"Director: Ing. Javier Benavides Ornelas ","m","GTO"
"969",952,3999,"Director: Lic. Isaac Lucatero Castañeda ","m","GTO"
"970",953,4003,"Director: lIC. Denisse Silva ","f","GTO"
"971",954,4007,"Director: Lic. Fidencio Valdéz Alvarado ","m","GTO"
"972",955,4011,"Director: Mtra. Patricia Aranda Orozco ","f","GTO"
"974",957,4019,"Director: Mtra. María de los Angeles Freire Rizo ","f","GTO"
"975",958,4023,"Director: Lic. Tania Maldonado Saucedo ","f","GTO"
"976",959,4027,"Director: Mtra. Vanessa Enore Reyes Escoto ","f","GTO"
"978",961,4035,"Director: Dra. Rebeca González Mejía ","f","GTO"
"979",962,4041,"Director: Rebeca González Mejia ","f","GTO"
"980",963,4045,"Director: Dra. Martha Aguilar Trejo ","f","GTO"
"981",964,4051,"Director: C.P. José de Jesús ZúñigaMorales ","m","GTO"
"983",966,4061,"Director: Dr. Luis Felipe Guerrero Agripino ","m","GTO"
"984",967,4066,"Director: Dra. Graciela Ma. De la Luz Ruíz Aguilar ","f","GTO"
"985",968,4071,"Director: Dra. Teresita de Jesús Rendón Huerta ","f","GTO"
"986",969,4076,"Director: Dr. Armando Gallegos Muñoz ","m","GTO"
"987",970,4081,"Director: Dr. Carlos Hidalgo Valadez ","m","GTO"
"990",973,4094,"Director: Lic. Teresa Valdés Salcedo ","f","GTO"
"991",974,4099,"Director: Lic. Juan Carlos Zavala Ponce ","m","GTO"
"992",975,4104,"Director: Lic. Daniel S. Aguirre Almedia ","m","GTO"
"993",976,4109,"Director: C.P. Josefina Guzmán Pérez ","f","GTO"
"994",977,4114,"Director: Arq. Jorge Espinoza Córdova ","m","GTO"
"995",978,4119,"Director: Lic. Francisco R. Rivera Heredía ","m","GTO"
"996",979,4124,"Director: Ing. Gerardo Rangel Delgado ","m","GTO"
"997",980,4129,"Director: Arq. José de Jesús Lascano González ","m","GTO"
"998",981,4134,"Director: Lic. Lamberto Popoca Cavildo ","m","GTO"
"999",982,4139,"Director: Lic. Mario Arturo Padilla Lobato ","m","GTO"
"1000",983,4143,"Director: C.P. Fernando Arturo Calderón Gama ","m","GTO"
"1001",984,4147,"Director: Lic. Silvia Macias Salinas ","f","GTO"
"1002",985,4152,"Director: C. Juan Carlos Guevara Hernández ","m","GTO"
"1004",987,4160,"Director: Ing. Alejandro Carretero Carretero ","m","GTO"
"1005",988,4165,"Director: Lic. Rafael Muñoz Ledezma ","m","GTO"
"1006",989,4169,"Director: Fr. Norberto Herrera Gutiérrez ","m","GTO"
"1007",990,4173,"Director: Mtro.Gerardo Valenzuela Rodríguez S.J. ","m","GTO"
"1009",992,4181,"Director: Mtro. Rubén Antonio García Mendoza ","m","GTO"
"1011",994,4189,"Director: Ing. Q. Ramón Ignacio Lémus Muñóz Ledo ","m","GTO"
"1015",998,4206,"Director: Mtro. Javier De la Fuente Hernández ","m","GTO"
"1016",999,4210,"Director: C.P. Carlos Javier Gonzalez Moya ","m","GTO"
"1017",1000,4214,"Director: Mtro. Hugo García Vargas ","m","GTO"
"1018",1001,4218,"Director: Mtro. Guillermo Arias Guzmán ","m","GTO"
"1019",1002,4222,"Director: Mtra. Alma Verónica López López ","f","GTO"
"1020",1003,4226,"Director: M.I. Carlos Romero Villegas ","m","GTO"
"1025",1008,4246,"Director: Mtro. Rodrigo Enrique Martínez Nieto ","m","GTO"
"1027",1010,4254,"Director: Dra. Sofía Ayala Rodríguez ","f","GTO"
"1028",1011,4258,"Director: Mtro. Alfredo López Herrera ","m","GTO"
"1029",1012,4262,"Director: Ing. Daniel Jiménez Rodríguez ","m","GTO"
"1031",1014,4270,"Director: Dr. Fernando Gutiérrez Godinez ","m","GTO"
"1032",1015,4274,"Director: Mtro. Alejandro Sánchez García ","m","GTO"
"1034",1017,4282,"Director: Lic. José Manuel Maga ","m","GTO"
"1035",1018,4287,"Director: Profra. Ana Isabel Jorge Alarcon ","f","GRO"
"1036",1019,4291,"Director: Mtro. Rodolfo Ortíz Guerrero ","m","GRO"
"1037",1020,4295,"Director: Mtro. Polux Roberto Sevila Garcia ","m","GRO"
"1038",1021,4299,"Director: Profra. Georgina Mabán Robles ","f","GRO"
"1039",1022,4303,"Director: Lic. Carlos C. Acosta-Viquez Ortiz ","m","GRO"
"1040",1023,4307,"Director: Lic. María Celia Armenta de León ","f","GRO"
"1041",1024,4311,"Director: Lic. Patricia Reyna Soto Aoyama ","m","GRO"
"1042",1025,4315,"Director: Mtro. Federico Nava Mundo ","m","GRO"
"1043",1026,4319,"Director: Profr. Lorenzo Urzúa Rodríguez ","m","GRO"
"1044",1027,4323,"Director: C. Francisco Mosso Orcasitas ","m","GRO"
"1045",1028,4327,"Director: Lic. Ana María Jorrin Lozano ","f","GRO"
"1046",1029,4331,"Director: Mtro. Lorenzo Urzua Rodríguez ","m","GRO"
"1047",1030,4335,"Director: Mtro. Drinden Estrada Mayo ","m","GRO"
"1048",1031,4339,"Director: Ing. Daniel Sánchez Estevez ","m","GRO"
"1050",1033,4347,"Director: Lic. Sandra Sánchez Álvarez ","f","GRO"
"1051",1034,4352,"Director: Dr. Ángel Mastache Lagunas ","m","GRO"
"1052",1035,4356,"Director: Profra. Teresa de Lourdes Díaz Jiménez ","f","GRO"
"1053",1036,4360,"Director: Hna. Manuela Cervantes Acosta ","f","GRO"
"1054",1037,4364,"Director: Profr. Napoleón Astudillo Alcaráz ","m","GRO"
"1055",1038,4368,"Director: Profra. Leticia Astudillo Meneses ","f","GRO"
"1056",1039,4372,"Director: Profr. Abraham Ponce Guadarrama ","m","GRO"
"1057",1040,4376,"Director: Profr. Pablo Cruz Bernal ","m","GRO"
"1058",1041,4380,"Director: Mtro. Napoléon Anaya del Carmen ","m","GRO"
"1059",1042,4384,"Director: Profr. Felipa Cuenca Adame ","m","GRO"
"1060",1043,4388,"Director: Mtra. Hilda Galván Bahena ","f","GRO"
"1061",1044,4393,"Director: José Horácio Velez Rodríguez ","m","GRO"
"1062",1045,4397,"Director: Lic. Raúl Astudillo García ","m","GRO"
"1063",1046,4401,"Director: Dr. Álvaro Morales Soberanis ","m","GRO"
"1066",1049,4413,"Director: Ing. Abrahám Ponce Guadarrama ","m","GRO"
"1067",1050,4417,"Director: Mtra. Sara Angélica Sánchez Zarza ","f","GRO"
"1068",1051,4421,"Director: Lic. Miguel Quevedo Reyes ","m","GRO"
"1070",1053,4429,"Director: Lic. Timoteo Valle Alcaráz ","m","GRO"
"1071",1054,4433,"Director: Profr. Tony Banden Harden Atkinson ","m","GRO"
"1072",1055,4437,"Director: Lic. Salvador Herrera Soriano ","m","GRO"
"1073",1056,4441,"Director: M.C. José Luis Morales Lucas ","m","GRO"
"1075",1058,4449,"Director: Lic. Areli Bárcenas Nava ","f","GRO"
"1078",1061,4461,"Director: Eliot Joffre Vázquez ","m","GRO"
"1079",1062,4465,"Director: Lic. Hortencia Montero Mayrén ","m","GRO"
"1080",1063,4469,"Director: Dr. Oreste Herminio Chávez Román ","f","GRO"
"1081",1064,4473,"Director: Mtra. Silvia Margarita Bonilla Aco ","f","GRO"
"1082",1065,4477,"Director: Mtro. Angeles Arriaga Ventura ","m","GRO"
"1083",1066,4481,"Director: Mtra. Elena Nazario Torrealva ","f","GRO"
"1084",1067,4485,"Director: Mtro. Mateo Carmona Martínez ","m","GRO"
"1086",1069,4493,"Director: Mtro. Mario Mendoza Castañeda ","m","GRO"
"1087",1070,4497,"Director: Mtra. Guadalupe Rodríguez García ","f","GRO"
"1088",1071,4501,"Director: Dr. Javier Saldaña Almazán ","m","GRO"
"1089",1072,4506,"Director: M.C. Balvino Adame Martínez ","m","GRO"
"1090",1073,4511,"Director: M.C. Efrén Arellano Cisneros ","m","GRO"
"1093",1076,4523,"Director: Mtra. Marisol Manzanarez Nava ","f","GRO"
"1098",1081,4543,"Director: Dr. Floriberto González González ","m","GRO"
"1099",1082,4547,"Director: Mtro. Sergio Lépez Vela ","m","GRO"
"1101",1084,4555,"Director: Lic. José Luis Patiño Soberanis ","m","GRO"
"1102",1085,4559,"Director: Lic. Moisés Castillo García ","m","GRO"
"1104",1087,4567,"Director: C.P. René Galeana Salgado ","m","GRO"
"1105",1088,4571,"Director: Lic. Raymundo Luis Arroyo Delgado ","m","GRO"
"1106",1089,4575,"Director: Arq. Jorge Alberto Ramírez y Martínez Sotomayor ","m","GRO"
"1107",1090,4579,"Director: Mtra. Lorena Sandoval ","f","GRO"
"1110",1093,4592,"Director: Lic. Enrique Castañeda Paredes ","m","HGO"
"1111",1094,4597,"Director: C. Yolanda Castillo Galván ","f","HGO"
"1112",1095,4601,"Director: Lic. Leonardo Ramírez Álvarez ","m","HGO"
"1113",1096,4605,"Director: Profr. José Cuatepotzo Costeira ","m","HGO"
"1114",1097,4609,"Director: Mtro. Mario Joaquin Castillo Tapia ","m","HGO"
"1115",1098,4613,"Director: Lic. Cristian Jaramillo Ramírez ","m","HGO"
"1116",1099,4617,"Director: Ing. Enrique Salazar Camacho ","m","HGO"
"1118",1101,4625,"Director: Dra. María Inés Martínez Hernández ","f","HGO"
"1119",1102,4629,"Director: Dr. Eduardo Javier Baños Gómez ","m","HGO"
"1120",1103,4633,"Director: Mtra. Josefina Matesanz Ibáñez ","f","HGO"
"1124",1107,4649,"Director: Men C. Sergio Saúl Figueroa Balderas ","m","HGO"
"1125",1108,4653,"Director: Profr. Ma. Guadalupe Hernández Grez ","f","HGO"
"1126",1109,4657,"Director: Profra. Dora Eloisa Castillo Flores ","f","HGO"
"1128",1111,4665,"Director: Profr. Heliodoro Moreno Flores ","m","HGO"
"1129",1112,4669,"Director: Profr. Librado Montiel Soto ","m","HGO"
"1130",1113,4673,"Director: Ing. Crisóforo Zúñiga Mercado ","m","HGO"
"1131",1114,4677,"Director: Profra. Leticia Gómez Zuñiga ","f","HGO"
"1132",1115,4681,"Director: Lic. Carlos Godínez Téllez ","m","HGO"
"1134",1117,4689,"Director: Mtra. María Sofía Aguilar González ","f","HGO"
"1136",1119,4697,"Director: Lic. Alberto Escamilla Vital ","m","HGO"
"1137",1120,4701,"Director: Mtro. Héctor Aguilar Ponce ","m","HGO"
"1139",1122,4709,"Director: Ing. Francisco Rafael Saldaña Ibarra ","m","HGO"
"1140",1123,4713,"Director: Dr. Andrés Federico Acosta Castañeda ","m","HGO"
"1141",1124,4718,"Director: Mtra. Verónica Ubilla Escamilla ","f","HGO"
"1142",1125,4722,"Director: Ing. Álvaro Ángeles Olivares ","m","HGO"
"1143",1126,4726,"Director: Mtra. Imelda Pérez Espinoza ","f","HGO"
"1144",1127,4730,"Director: Mtro. Luis Armando Officer Arteaga ","m","HGO"
"1145",1128,4734,"Director: Mtro. Justo Juan Manuel Martínez Licona ","m","HGO"
"1146",1129,4739,"Director: C.P. Claudia Gallegos Cesaretti ","f","HGO"
"1147",1130,4743,"Director: Dr. Alfonso Torres Hernández ","m","HGO"
"1149",1132,4751,"Director: Mtro. Adolfo Pontigo Loyola ","m","HGO"
"1150",1133,4756,"Director: Mtra. María Viola López Fernández ","f","HGO"
"1151",1134,4761,"Director: L.A.P. Hegel Martínez Baños ","m","HGO"
"1152",1135,4766,"Director: Ing. Martín Ortiz Granillo ","m","HGO"
"1153",1136,4771,"Director: Dr. Enrique Espinosa Aquino ","m","HGO"
"1154",1137,4776,"Director: L.E. Sonia Saula Gayoso Arias ","f","HGO"
"1155",1138,4781,"Director: Mtro. Leandro Olguín Charrez ","m","HGO"
"1156",1139,4786,"Director: Quím. Rubén Lecona Hernández ","m","HGO"
"1157",1140,4791,"Director: Lic. Adrián Gustavo Cruz Mendoza ","m","HGO"
"1158",1141,4795,"Director: Mtra. Herlinda Ma. del Carmen Hidalgo Herrera ","f","HGO"
"1159",1142,4799,"Director: Lic. Begoña Márquez Camacho ","f","HGO"
"1160",1143,4803,"Director: Mtra. Gabriela Murguía de Martínez ","f","HGO"
"1163",1146,4815,"Director: Lic. Ivonne Reyes Eslava ","f","HGO"
"1164",1147,4819,"Director: Mtra. Martha Patricia Menes Orea ","f","HGO"
"1167",1150,4831,"Director: Dra. Veronika Christiane Kugel ","f","HGO"
"1170",1153,4844,"Director: Mtro. José Antonio Zamora Guido ","m","HGO"
"1171",1154,4848,"Director: Dr. Eduardo Mogica Martínez ","m","HGO"
"1172",1155,4852,"Director: Dr. Marco Flores González ","m","HGO"
"1173",1156,4856,"Director: Mtro. Arturo Gil Borja ","m","HGO"
"1174",1157,4860,"Director: Mtra. Norma Ivonne Luna Campos ","f","HGO"
"1175",1158,4864,"Director: Lic. Francisco Javier Moreno Partido ","m","HGO"
"1176",1159,4868,"Director: M. en C. Ricardo Rodríguez Alarcón ","m","HGO"
"1177",1160,4872,"Director: M. en C. Miguel Ángel Téllez Jardínez ","m","HGO"
"1178",1161,4876,"Director: Dra. Irasema Ernestina Linares Medina ","f","HGO"
"1179",1162,4880,"Director: Dr. Julio Márquez Rodríguez ","m","HGO"
"1180",1163,4884,"Director: Lic. Marco Antonio Ocadiz Cruz ","m","HGO"
"1182",1165,4892,"Director: L. C. Francisco Marroquín Cuevas ","m","HGO"
"1183",1166,4897,"Director: MIGUEL ELIAS LEYVA GARCIA ","m","JAL"
"1184",1167,4901,"Director: Dra. María del Carmen Gabriela Flores Talavera ","f","JAL"
"1185",1168,4905,"Director: Daniel Varela Acosta ","m","JAL"
"1186",1169,4909,"Director: Alejandra Cortina Campero ","f","JAL"
"1187",1170,4913,"Director: C. María Elena Deustua Ramírez ","f","JAL"
"1188",1171,4917,"Director: Matilde Isabel Corrales Carvajal ","f","JAL"
"1189",1172,4921,"Director: Dr. Saúl Valdez Zepeda ","m","JAL"
"1190",1173,4926,"Director: Mtro. Luis Fernando Ortiz ","m","JAL"
"1191",1174,4931,"Director: Ing. Wilibaldo Ruiz Arévalo ","m","JAL"
"1192",1175,4935,"Director: Lic. Miguel Ayala Fuentes ","m","JAL"
"1193",1176,4939,"Director: Dr. J. José G. Flores Gutiérrez ","m","JAL"
"1196",1179,4952,"Director: Noemí Rodríguez Torres ","f","JAL"
"1197",1180,4956,"Director: Ana Elda Goldman Serafin ","f","JAL"
"1198",1181,4960,"Director: Lic. Jaime Ribera Varela ","m","JAL"
"1199",1182,4964,"Director: Ing. Eduardo Espinosa Herrera ","m","JAL"
"1200",1183,4968,"Director: Lic. Ignacio Méndez Garavito ","m","JAL"
"1201",1184,4972,"Director: Lic. Ma. Cristina Rodríguez Álvarez del C. ","f","JAL"
"1203",1186,4981,"Director: Dr. José de Anda Sánchez ","m","JAL"
"1204",1187,4986,"Director: Dr. Bernardino Castillo Toledo ","m","JAL"
"1205",1188,4990,"Director: Dra. María Patricia De La Torre López ","f","JAL"
"1206",1189,4995,"Director: Dra. Susan Street Naused ","f","JAL"
"1207",1190,4999,"Director: M.C Rosalío Barajas Cervantes ","m","JAL"
"1208",1191,5003,"Director: Jose Luis Gallegos Escobedo ","m","JAL"
"1209",1192,5007,"Director: Laura Cecilia Hernández ","f","JAL"
"1210",1193,5011,"Director: Lic. Marco Antonio Robles Morales ","m","JAL"
"1211",1194,5015,"Director: Judith Ruiz Manzur ","f","JAL"
"1212",1195,5019,"Director: Mtra. Rosa Larios Novela ","f","JAL"
"1213",1196,5023,"Director: Martha Patricia Trujillo Sepúlveda ","f","JAL"
"1214",1197,5027,"Director: Armando Garcia Lagos Barba ","m","JAL"
"1216",1199,5035,"Director: Mtro. Luis Antonio Morquecho Solano ","m","JAL"
"1217",1200,5039,"Director: Profra. Ma. Dolores Morales Pérez ","f","JAL"
"1218",1201,5043,"Director: Mtro. Gabriel Macias Muñiz ","m","JAL"
"1219",1202,5047,"Director: DM. Ilma Edith Martin Uribe ","f","JAL"
"1220",1203,5051,"Director: Lic. José Enrique Quiñónez Rodríguez ","m","JAL"
"1221",1204,5055,"Director: Claudia Julisa Valdez Solano ","f","JAL"
"1223",1206,5063,"Director: Mtro. Pedro Javier Guerrero Medina ","m","JAL"
"1224",1207,5067,"Director: Mtro. Daniel Coronado Pelayo ","m","JAL"
"1225",1208,5071,"Director: Lic. Cayetano Mercado Perez ","m","JAL"
"1226",1209,5075,"Director: Dr. Héctor Manuel Robles Ibarría ","m","JAL"
"1227",1210,5079,"Director: Lic. Rolando Marino y Romero ","m","JAL"
"1228",1211,5083,"Director: Mtra. Cecilia Aurelia Castro Peña ","f","JAL"
"1229",1212,5087,"Director: LCP Jaime Antonio Preciado Andrade ","m","JAL"
"1235",1218,5111,"Director: Dr. Ricardo Kauffmann Sommella ","m","JAL"
"1236",1219,5115,"Director: C.P.C. Jorge Alberto Pérez Curiel ","m","JAL"
"1237",1220,5119,"Director: Carlota Aznar Rivadeneyra ","f","JAL"
"1238",1221,5123,"Director: Juan José Tamayo Dávalos ","m","JAL"
"1239",1222,5127,"Director: José Luís Sánchez García ","m","JAL"
"1240",1223,5131,"Director: Ing. Daniel Castellanos Reynoso ","m","JAL"
"1241",1224,5135,"Director: Dr. Carlos Andrade Garín ","m","JAL"
"1242",1225,5139,"Director: C. José Luis Leal Sanabria ","m","JAL"
"1243",1226,5144,"Director: Ing. David Santiago ","m","JAL"
"1244",1227,5148,"Director: Arq. Alejandro Canales Daroca ","m","JAL"
"1246",1229,5156,"Director: Javier Vidales Gurrola ","m","JAL"
"1247",1230,5160,"Director: Lic. María Eugenia Cuevas Anguiano ","f","JAL"
"1248",1231,5164,"Director: Mtro. Leonel de Jesús Mayorga Anaya ","m","JAL"
"1249",1232,5168,"Director: Mtro. Alfonso Vázquez Acosta ","m","JAL"
"1250",1233,5172,"Director: Mtra. Luz Celina Ramírez Vargas ","f","JAL"
"1251",1234,5176,"Director: Mtra. Maria Teresa Orozco López ","f","JAL"
"1252",1235,5180,"Director: Dr. Francisco Vázquez Díaz ","m","JAL"
"1253",1236,5184,"Director: Mtra. María Rodríguez Cárdenas ","f","JAL"
"1254",1237,5188,"Director: Profra. María Estela Becerra López ","f","JAL"
"1255",1238,5192,"Director: Profra. Ma. de Jesús Salinas Pichardo ","f","JAL"
"1256",1239,5196,"Director: Mtro. José Abel Ascencio Mosqueda ","m","JAL"
"1257",1240,5200,"Director: Dr. Felipe Espinoza Chávez ","m","JAL"
"1258",1241,5204,"Director: Dr. Víctor Manuel Ponce Grima ","m","JAL"
"1259",1242,5208,"Director: Carlos Ernesto Salazar Carrillo ","m","JAL"
"1260",1243,5212,"Director: C. Alejandro L.M. Ramírez Ugarte ","m","JAL"
"1261",1244,5216,"Director: Mtra. Rosa Aurora Álvarez Placencia ","f","JAL"
"1262",1245,5220,"Director: José Cruz Rubalcava Ornelas ","m","JAL"
"1263",1246,5224,"Director: Ramón Gallegos Nava ","m","JAL"
"1265",1248,5232,"Director: Maria Audelia Avedoy Delgado ","f","JAL"
"1266",1249,5236,"Director: José Antonio Rafael Ugartechea Marrón ","m","JAL"
"1267",1250,5240,"Director: Mtra. Patricia Villagrana Velázquez ","f","JAL"
"1268",1251,5244,"Director: Mtra. Alba Gloria Arias Ibáñez ","f","JAL"
"1269",1252,5248,"Director: Lic. Arturo Franco Lozano ","m","JAL"
"1270",1253,5252,"Director: Lic. Alma Araceli Chávez Cuevas ","f","JAL"
"1272",1255,5260,"Director: Dr. José Guillermo García Murillo ","m","JAL"
"1273",1256,5264,"Director: Lic. Tomas Espinoza Santiago ","m","JAL"
"1274",1257,5268,"Director: Dr. Roberto Navarro Ortega ","m","JAL"
"1275",1258,5272,"Director: Dr. Francisco Javier Ramos Arias ","m","JAL"
"1277",1260,5280,"Director: Mtra. Ma. de Lourdes Ríos Reyes ","f","JAL"
"1278",1261,5284,"Director: C. Fernando Falcón Pliego ","m","JAL"
"1279",1262,5288,"Director: Dr. Sergio Javier Vázquez Martínez ","m","JAL"
"1280",1263,5292,"Director: Psic. Eddilberto Toledo Muñoz ","m","JAL"
"1281",1264,5296,"Director: Mtro. Luis Manuel Preciado Medina ","m","JAL"
"1283",1266,5304,"Director: Dra. Olga Guerrero Vidal ","f","JAL"
"1286",1269,5316,"Director: C.D. Alfonso Alberto Argote Sahagún ","m","JAL"
"1287",1270,5320,"Director: Profra. Guadalupe Rubio Cervantes ","f","JAL"
"1290",1273,5332,"Director: Benjamín Robles Suárez ","m","JAL"
"1291",1274,5336,"Director: José Garza Mora ","m","JAL"
"1292",1275,5341,"Director: Mtro. Oscar García Carmona ","m","JAL"
"1293",1276,5345,"Director: M.A. María Isabel Álvarez Hernández ","f","JAL"
"1295",1278,5354,"Director: Gilberto Caballero Gutiérrez ","m","JAL"
"1296",1279,5358,"Director: Ing. Emilio Carreón Chávez ","m","JAL"
"1297",1280,5362,"Director: L.A.E. Ivet Cervantes González ","f","JAL"
"1300",1283,5374,"Director: Ing. Armando Núñez Ramos ","m","JAL"
"1302",1285,5382,"Director: Ing. Manuel Pampiona Rangel ","m","JAL"
"1303",1286,5386,"Director: Ing. Aldo Boni Oregon Hinojosa ","m","JAL"
"1307",1290,5402,"Director: L.C. Saúl Munguía Ortiz ","m","JAL"
"1308",1291,5406,"Director: Dr. Ernesto Rosales Castañeda ","m","JAL"
"1310",1293,5414,"Director: Lic. Osvaldo Campos Almaraz ","m","JAL"
"1311",1294,5419,"Director: Dr. Mario Adrián Flores Castro ","m","JAL"
"1312",1295,5423,"Director: Dr. Luis Arriaga Valenzuela ","m","JAL"
"1313",1296,5427,"Director: Lic. Héctor Manuel Roble Ibarra ","m","JAL"
"1314",1297,5431,"Director: Petra Tayde Leal de la Mora ","f","JAL"
"1316",1299,5439,"Director: Bertha Josefina de Anda Gómez ","f","JAL"
"1317",1300,5443,"Director: Maria del Refugio Velasco Neri ","f","JAL"
"1318",1301,5447,"Director: Mtro. Juan Flores Vázquez ","m","JAL"
"1319",1302,5451,"Director: Mtro. Jose Luis Arias Lopez ","m","JAL"
"1320",1303,5455,"Director: Mtro. Carlos Ernesto Fregoso Valera ","m","JAL"
"1321",1304,5459,"Director: Mtra. Gloria Araceli Garcia Ortega ","f","JAL"
"1322",1305,5463,"Director: Mtro. Oscar Correa Robledo ","m","JAL"
"1341",1324,5540,"Director: Dra. Valentina Mariscal Aguayo ","f","JAL"
"1342",1325,5544,"Director: Lic. Antonio Leaño Reyes ","m","JAL"
"1343",1326,5550,"Director: Lic. Josefina de Anda Gómez ","f","JAL"
"1344",1327,5556,"Director: Lic. Celina Margarita Gallegos Sato ","f","JAL"
"1352",1335,5588,"Director: Mtro. Jorge Ramírez Jiménez ","m","JAL"
"1353",1336,5592,"Director: Ing. Irving Ortiz López ","m","JAL"
"1354",1337,5596,"Director: Lic. Arturo Martínez ","m","JAL"
"1355",1338,5600,"Director: Dr. Ricardo Villanueva Lomelí ","m","JAL"
"1356",1339,5605,"Director: Dr. Mario Alberto Orozco Abundis ","m","JAL"
"1357",1340,5610,"Director: Dr. Salvador Mena Munguía ","m","JAL"
"1358",1341,5615,"Director: Dr. Héctor Raúl Pérez Gómez ","m","JAL"
"1359",1342,5620,"Director: Dr. Adrián De León Arias ","m","JAL"
"1360",1343,5625,"Director: Dr. César Octavio Monzón ","m","JAL"
"1361",1344,5630,"Director: Mtro. Pablo Arredondo Ramírez ","m","JAL"
"1362",1345,5635,"Director: Mtro. Raúl Medina Centeno ","m","JAL"
"1363",1346,5640,"Director: Dr. Maximilian Andrew Greig ","m","JAL"
"1364",1347,5645,"Director: Mtro. Alfredo Tómas Ortega Ojeda ","m","JAL"
"1365",1348,5650,"Director: Mtra. María Esther Avelar Álvarez ","f","JAL"
"1366",1349,5655,"Director: Dr. Armando Zacarías Castillo ","m","JAL"
"1367",1350,5661,"Director: Mtra. Mónica Almeida López ","f","JAL"
"1368",1351,5666,"Director: Dr. José Antonio Gómez Reyna ","m","JAL"
"1369",1352,5671,"Director: Mtro. José Alberto Becerra Santiago ","m","JAL"
"1370",1353,5676,"Director: Dra. Lilia Oliver Sánchez ","f","JAL"
"1371",1354,5681,"Director: Mtro. Manuel Moreno Castañeda ","m","JAL"
"1376",1359,5701,"Director: Mario Artúro Ortiz Sevilla ","m","JAL"
"1377",1360,5705,"Director: Lic. Agustín Alba Castillo ","m","JAL"
